economy,year,agri_gdp_share,rural_pop_share,gdp_per_capita,total_population
GRD,2011,4.4473617869357,64.1398908907674,6947.38136096464,112079.0
GRD,2012,4.83219736257223,64.1347244226868,7092.71985352677,112775.0
GRD,2013,4.83545561235478,64.1207757376222,7424.80212287327,113487.0
GRD,2014,6.10189188310633,64.0985375653438,7986.33421210788,114132.0
GRD,2015,7.42852685072365,64.0680508888292,8694.12438005692,114676.0
GRD,2016,6.20632633624404,64.0293985818117,9221.23461079424,115130.0
GRD,2017,5.37154325760442,63.9826703583421,9751.42661155932,115438.0
GRD,2018,5.20543943814909,63.9279578575468,10083.021279225,115691.0
GRD,2019,4.67951202688308,63.8653534320096,10462.7929159533,115981.0
GRD,2020,4.90307786781958,63.7949497484212,8968.55890108484,116341.0
GRD,2021,5.34059405940594,63.7168396293092,9617.28902905373,116688.0
GRD,2022,4.12004284650904,63.6311159816513,10469.3867012856,116913.0
GRD,2023,3.10780887557402,63.537871761416,11414.4781691181,117081.0
GRL,2010,13.3982099730075,15.7215118408203,44277.1993400972,56534.0
GRL,2011,14.5808036302829,15.4713973999023,47186.8759969388,56890.0
GRL,2012,16.1929017960507,15.1135406494141,45936.9562817724,56810.0
GRL,2013,15.0270234424218,14.6274108886719,47535.4883792376,56483.0
GRL,2014,17.3355902451257,14.3227615356445,50485.2244135291,56295.0
GRL,2015,17.0377903864683,13.953742980957,44536.3549705377,56114.0
GRL,2016,18.4117385602265,13.7738952636719,48181.7453541266,56186.0
GRL,2017,19.0568753352559,13.6084442138672,50765.7494665372,56172.0
GRL,2018,18.430149097486,13.27490234375,54545.135857765,56023.0
GRL,2019,18.4763686569553,12.9782104492188,53309.2035905065,56225.0
GRL,2020,15.7316156099106,12.7159118021885,54812.6661771023,56367.0
GRL,2021,15.2368028357423,12.4547982386322,58135.9939910203,56653.0
GRL,2022,16.0258939138543,12.1950594743168,55635.0006491223,56661.0
GRL,2023,16.5579499888738,11.9368852250092,58498.9707973609,56865.0
GTM,2010,11.2341516901897,48.6729619407294,2805.25960237322,14500112.0
GTM,2011,11.2587427520036,48.1342530100577,3168.98370607705,14792126.0
GTM,2012,10.7227497533367,47.6476614824,3286.61959336267,15089647.0
GTM,2013,10.3562262011186,47.2190177233755,3444.15802275864,15387337.0
GTM,2014,10.0744824629421,46.8541520986036,3689.14510410202,15681725.0
GTM,2015,9.96700294850351,46.5588949737039,3893.50533299068,15971743.0
GTM,2016,9.66139477990376,46.3390767142957,4060.13784737643,16268760.0
GTM,2017,9.69628321231672,46.2005276859983,4324.99768915601,16567357.0
GTM,2018,9.43550881537545,46.154037696458,4352.94593289707,16845685.0
GTM,2019,9.40872375710839,45.8117732732026,4511.99839552697,17103803.0
GTM,2020,9.9263191804303,45.4516832088372,4477.61785000665,17357325.0
GTM,2021,9.17348943872533,45.0952928446242,4912.62240414681,17598650.0
GTM,2022,9.07942583528994,44.7418771784735,5356.92435887895,17847877.0
GTM,2023,9.62190880667852,44.3917680434461,5754.42833909847,18124838.0
GUM,2010,,5.92348267326921,29719.7967836082,166522.0
GUM,2011,,5.9228945563502,29926.2052442913,166543.0
GUM,2012,,5.92227232958849,31653.7506538168,166331.0
GUM,2013,,5.9217248596138,32530.7593121483,165966.0
GUM,2014,,5.9212523217443,33900.1486530583,165486.0
GUM,2015,,5.92085489129801,35165.7014644795,164905.0
GUM,2016,,5.920532743593,35930.6594898711,164233.0
GUM,2017,,5.92028605394729,36779.0078903909,163490.0
GUM,2018,,5.92011499767899,37195.9503070464,162679.0
GUM,2019,,5.92001975010611,39274.9431424899,161808.0
GUM,2020,,5.9195008912199,36482.9363953675,162158.0
GUM,2021,,5.9115672305925,38074.8793745801,163730.0
GUM,2022,,5.89317381579539,41833.1517132825,165180.0
GUM,2023,,5.8650658361079,,166506.0
GUY,2010,28.5284323037662,73.5407814862632,4581.76179693492,749256.0
GUY,2011,25.6836014005978,73.6000003814697,4947.22170589917,746153.0
GUY,2012,25.4400079005114,73.6000003814697,5444.39751913913,746288.0
GUY,2013,25.6475733667273,73.5996108646331,5556.91231156932,750021.0
GUY,2014,24.5940865009998,73.5981847983843,5472.68820452237,754229.0
GUY,2015,25.4431214761023,73.5956081702421,5640.41560569466,758781.0
GUY,2016,20.3872409058451,73.5919107117101,5870.87823759835,763548.0
GUY,2017,22.7580270434004,73.587094453427,6178.6650437298,768479.0
GUY,2018,19.5356933126322,73.5811621482116,6048.38697180418,791556.0
GUY,2019,17.5953367342493,73.5741165226942,6405.82443444562,807665.0
GUY,2020,16.8510033249851,73.5659602646324,6775.70939096303,807481.0
GUY,2021,13.4551932931892,73.556696038053,9860.87014834386,815482.0
GUY,2022,10.0298359219808,73.5463264931817,17913.4928066879,821637.0
GUY,2023,9.74362070901044,73.5348542720122,20473.7002190617,826353.0
HKG,2010,0.0533684018528068,0.0,32550.136489179,7024200.0
HKG,2011,0.0487999048815413,0.0,35142.4879344543,7071600.0
HKG,2012,0.0546866831053985,0.0,36730.796195815,7150100.0
