economy,year,agri_gdp_share,rural_pop_share,gdp_per_capita,total_population,new_displacements,disp_per_100k,agri_gdp_share_lag1,rural_pop_share_lag1,gdp_per_capita_lag1,disp_per_100k_lag1,disp_risk_hist_3yr,log_gdp_per_capita_lag1,log_disp_per_100k,high_displacement_alert
AFG,2013,22.8106627361766,76.1922863256354,637.087099117099,31622704.0,15210.0,48.098353638575624,24.390873626371,76.6565608689021,651.417134470046,81.60985684767235,113.10702943070397,6.480684134151277,3.893825503455732,0
AFG,2014,22.1370413719574,75.8089833612274,625.054941813938,32792523.0,13180.0,40.192088910023784,22.8106627361766,76.1922863256354,637.087099117099,48.098353638575624,46.64349127994304,6.4584747930192385,3.7182462211709093,0
AFG,2015,20.6343227166798,75.5350881578432,565.569730408751,33831764.0,13980.0,41.32211373902939,22.1370413719574,75.8089833612274,625.054941813938,40.192088910023784,56.633433132090595,6.439438133724786,3.745309732877174,0
AFG,2016,25.7403140364582,75.3411654279874,522.082215583898,34700612.0,5460.0,15.734592807757972,20.6343227166798,75.5350881578432,565.569730408751,41.32211373902939,43.204185429209595,6.339600162758528,2.81747800259302,0
AFG,2017,26.4201990834448,75.1647178761129,525.469770891619,35688935.0,26834.0,75.18857035100655,25.7403140364582,75.3411654279874,522.082215583898,15.734592807757972,32.416265152270384,6.259738651679514,4.333211456048551,0
AFG,2018,22.0428967527575,75.0008354808594,491.337221382603,36743039.0,426397.0,1160.4837585698886,26.4201990834448,75.1647178761129,525.469770891619,75.18857035100655,44.0817589659313,6.266193914715114,7.057453568961505,1
AFG,2019,25.7739707394105,74.8562741160197,496.6025042585,37856121.0,116471.0,307.6675499848492,22.0428967527575,75.0008354808594,491.337221382603,1160.4837585698886,417.13564057621767,6.199163891020855,5.732264807695948,0
AFG,2020,29.9755825210461,74.7377896553863,510.787063366811,39068979.0,49232.0,126.01301917820787,25.7739707394105,74.8562741160197,496.6025042585,307.6675499848492,514.4466263019148,6.20980157408614,4.844289594418706,0
AFG,2021,33.5976188725451,74.6521379727519,356.496214115892,40000412.0,24979.0,62.446856797374984,29.9755825210461,74.7377896553863,510.787063366811,126.01301917820787,531.3881092443152,6.237908646670804,4.150202654672895,0
AFG,2022,33.7014323213923,74.6060749419091,357.261152798144,40578842.0,73326.0,180.7000801057852,33.5976188725451,74.6521379727519,356.496214115892,62.446856797374984,165.37580865347735,5.879124772192372,5.202357416270411,0
AFG,2023,34.7432471445174,74.5269470368833,413.757894705303,41454761.0,37161.0,89.64229705726683,33.7014323213923,74.6060749419091,357.261152798144,180.7000801057852,123.05331869378934,5.881262197551399,4.506920959042794,0
AGO,2011,9.55630602212879,39.1568389603927,5184.15269151846,24218352.0,227500.0,939.3702758965597,10.0913068589156,39.8689710464947,4101.63715564669,338.7018361374254,338.7018361374254,8.31938525461666,6.84627370822992,1
AGO,2012,9.69697932366603,38.4885776050668,5702.45306277434,25177394.0,6380.0,25.340192078655956,9.55630602212879,39.1568389603927,5184.15269151846,939.3702758965597,639.0360560169926,8.553554568931752,3.2710959885685753,0
AGO,2013,10.3295507034721,37.8666924787639,5688.57916213471,26165620.0,2400.0,9.172341415949631,9.69697932366603,38.4885776050668,5702.45306277434,25.340192078655956,434.47076803754703,8.648827070886327,2.319672411285794,0
